species.ID,subclass,superorder,order,family,genus,species,IUCN_Scientific_name,Recent.taxonomic.revisions,size.at.mat,max.size,pup.size,length.weight.a,length.weight.b,habitat,IUCN.habitat,mindepth_m,maxdepth_m,mediandepth_m,depthrange_m,min.lat,max.lat,lat.range,area,age.mat,max.age,k,parity.mode,embryo.trophic.mode,repro.coarse,mode,breeding.interval,development,litter.size,median.ED,Red.List.status.new,Data.type,Species.authorship
Hydrolagus_affinis,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_affinis,Hydrolagus affinis,,NA,147,32,0.00309,3.11,Deep,Deepwater,300,2410,1355,2110,26.7394966,68.71631723,41.97682063,1919240,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,21.5237627,LC,molecular,de Brito Capello 1868 
Hydrolagus_africanus,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_africanus,Hydrolagus africanus,,50,98,NA,0.00309,3.11,Deep,Deepwater,303,1300,801.5,997,-36.71797307,6.407486766,43.12545983,704125,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,35.25599467,notTHR,molecular,Gilchrist 1922 
Hydrolagus_barbouri,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_barbouri,Hydrolagus barbouri,,55,86,18,0.00309,3.11,Deep,Deepwater,250,1100,675,850,23.04953699,51.63871825,28.58918126,1184950,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,48.19046127,notTHR,molecular,Garman 1908 
Hydrolagus_bemisi,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_bemisi,Hydrolagus bemisi,,70,90,NA,0.00936,2.885,Deep,Deepwater,270,1200,735,930,-55.12992495,-32.7319104,22.39801456,1380650,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,34.45980506,LC,molecular,Didier 2002 
Hydrolagus_colliei,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_colliei,Hydrolagus colliei,,44,97,14,0.00309,3.11,Deep,Deepwater,1,913,457,912,7.509084142,61.27408981,53.76500567,905531,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,47.79833015,LC,molecular,Lay & Bennett 1839 
Hydrolagus_lemures,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_lemures,Hydrolagus lemures,,57.5,95,NA,0.00309,3.11,Deep,Deepwater,190,825,507.5,635,-39.90868924,-9.039797935,30.8688913,1131250,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,31.66452721,LC,molecular,Whitley 1939 
Hydrolagus_melanophasma,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_melanophasma,Hydrolagus melanophasma,,NA,120,NA,0.00309,3.11,Deep,Deepwater,31,1720,875.5,1689,-3.275564407,33.45293559,36.7285,654175,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,43.13894338,LC,molecular,"James, Ebert, Long & Didier 2009 "
Hydrolagus_mirabilis,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_mirabilis,Hydrolagus mirabilis,,NA,NA,NA,0.00309,3.11,Deep,Deepwater,450,1933,1191.5,1483,-24.27768894,65.04904655,89.3267355,779724,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,21.51533005,NT,molecular,Collett 1904 
Hydrolagus_mitsukurii,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_mitsukurii,Hydrolagus mitsukurii,,67.5,79,NA,0.00309,3.11,Deep,Deepwater,325,710,517.5,385,3.924201975,39.90070888,35.97650691,1202580,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,35.16777006,notTHR,molecular,Jordan & Snyder 1904 
Hydrolagus_novaezealandiae,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_novaezealandiae,Hydrolagus novaezealandiae,,62,80,NA,0.0012,3.399,Deep,Deepwater,32,800,416,768,-49.35913867,-33.05424225,16.30489642,846076,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,34.66613748,LC,molecular,Fowler 1911 
Hydrolagus_ogilbyi,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_ogilbyi,Hydrolagus ogilbyi,,62,85,NA,0.00309,3.11,Deep,Deepwater,40,524,282,484,-44.89878191,-29.98158313,14.91719878,283989,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,31.66291813,NT,molecular,Waite 1898 
Hydrolagus_trolli,chimaeras,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus_trolli,Hydrolagus trolli,,67,120,NA,0.00309,3.11,Deep,Deepwater,650,1719,1184.5,1069,-45.25911117,-17.30646204,27.95264913,1269200,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,21.52240532,LC,molecular,Didier & S_ret 2002 
Harriotta_raleighana,chimaeras,Holocephali,Chimaeriformes,Rhinochimaeridae,Harriotta,Harriotta_raleighana,Harriotta raleighana,,NA,120,11.5,0.00389,3.12,Deep,Deepwater,380,2600,1490,2220,-54.10995056,67.87785138,121.9878019,5115370,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,52.62288643,LC,molecular,Goode & Bean 1895 
Neoharriotta_pinnata,chimaeras,Holocephali,Chimaeriformes,Rhinochimaeridae,Neoharriotta,Neoharriotta_pinnata,Neoharriotta pinnata,,100,130,NA,0.00389,3.12,Deep,Deepwater,200,470,335,270,-23.00508461,26.1852841,49.19036871,1413140,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,61.77835449,notTHR,molecular,Schnakenbeck 1931
Rhinochimaera_africana,chimaeras,Holocephali,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera_africana,Rhinochimaera africana,,115,150,NA,0.00389,3.12,Deep,Deepwater,500,1500,1000,1000,-36.71797307,45.79399422,82.51196729,1208450,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,52.94971401,notTHR,molecular,"Compagno, Stehmann & Ebert 1990 "
Rhinochimaera_pacifica,chimaeras,Holocephali,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera_pacifica,Rhinochimaera pacifica,,105,130,NA,0.00389,3.12,Deep,Deepwater,191,1290,740.5,1099,-48.4891901,47.91694327,96.40613337,4068470,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,53.02135592,LC,molecular,Mitsukuri 1895 
Carcharhinus_acronotus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_acronotus,Carcharhinus acronotus,,102.4,132.4,33,0.00417,3.12,Shelf,Coastal and Continental,18,64,41,46,-35.77555206,39.58261108,75.35816314,4145410,3.8,19,0.266,live-bearing,matrotroph,matrotrophic_lb,Placental,2,10.5,3.9,20.05926383,NT,molecular,Poey 1860 
Carcharhinus_albimarginatus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_albimarginatus,Carcharhinus albimarginatus,,180,300,70,0.00305,3.243,Shelf,Pelagic,1,800,400.5,799,-28.44491119,30.80861854,59.25352974,10593500,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,2,12,6,26.59043509,NT,molecular,RÙppell 1837 
Carcharhinus_altimus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_altimus,Carcharhinus altimus,,226,282,80,0.00372,3.11,Shelf,Pelagic,30,430,230,400,-33.91328033,41.86071886,75.77399919,5782100,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,7,18.48556567,notTHR,molecular,Springer 1950 
Carcharhinus_amblyrhynchoides,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_amblyrhynchoides,Carcharhinus amblyrhynchoides,,112.5,167,55,0.00562,3.09,Shelf,Coastal and Continental,1,50,25.5,49,-25.92336016,30.51833343,56.4416936,8830230,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,9.5,3,15.82648219,NT,molecular,Whitley 1934 
Carcharhinus_amblyrhynchos,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_amblyrhynchos,Carcharhinus amblyrhynchos,,125,190,60,0.0045,3.21,Shelf,Coastal and Continental,1,140,70.5,139,-32.66123033,29.47575252,62.13698285,12402000,6,12,0.294,live-bearing,matrotroph,matrotrophic_lb,Placental,2,13,9,26.27778403,NT,molecular,Bleeker 1856 
Carcharhinus_amboinensis,,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_amboinensis,Carcharhinus amboinensis,,NA,NA,NA,NA,NA,,,1,60,30.5,59,-37.32524577,NA,77.18197263,10976800,NA,NA,NA,,,,,NA,NA,NA,20.13055183,,taxonomic*,MÙller & Henle 1839 
Carcharhinus_borneensis,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_borneensis,Carcharhinus borneensis,,NA,NA,NA,0.00562,3.09,Shelf,Coastal and Continental,1,200,100.5,199,-9.599996303,21.93544388,31.53544018,2198480,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,29.08600265,EN,molecular,Bleeker 1858 
Carcharhinus_brachyurus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_brachyurus,Carcharhinus brachyurus,,206.1,275,65,0.014,2.9,Shelf,Pelagic,1,100,50.5,99,-52.5772655,45.79730606,98.37457156,7865880,20.9,34.5,0.049,live-bearing,matrotroph,matrotrophic_lb,Placental,2,18,16.6,25.07939095,NT,molecular,GÙnther 1870 
Carcharhinus_brevipinna,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_brevipinna,Carcharhinus brevipinna,,217,294,67.5,0.00751,2.97,Shelf,Pelagic,1,75,38,74,-37.6751021,41.36750412,79.04260622,15269600,9,19,0.1,live-bearing,matrotroph,matrotrophic_lb,Placental,2,13,8.5,25.04449511,NT,molecular,MÙller & Henle 1839 
Carcharhinus_cautus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_cautus,Carcharhinus cautus,,100.7,134,36,0.00142,3.334,Shelf,Coastal and Continental,1,200,100.5,199,-30.15983738,-4.195435474,25.96440191,1977710,6,16.4,0.198,live-bearing,matrotroph,matrotrophic_lb,Placental,2,10,4.2,24.00322561,THR,molecular,Whitley 1945 
Carcharhinus_dussumieri,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_dussumieri,Carcharhinus dussumieri,,69,100,39,0.0014,3.34,Shelf,Coastal and Continental,1,170,85.5,169,-28.28149986,34.79100037,63.07250023,7403260,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,NA,2,24.56093808,NT,molecular,MÙller & Henle 1839 
Carcharhinus_falciformis,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_falciformis,Carcharhinus falciformis,,225,305,75,0.0079,3.04,Pelagic,Pelagic,18,500,259,482,-38.22048203,41.44329811,79.66378014,166652000,9,17.9,0.148,live-bearing,matrotroph,matrotrophic_lb,Placental,2,12,6.5,27.65255638,NT,molecular,MÙller & Henle 1839 
Carcharhinus_fitzroyensis,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_fitzroyensis,Carcharhinus fitzroyensis,,95,135,50,0.00142,3.292,Shelf,Coastal and Continental,1,40,20.5,39,-23.62133517,-9.29419535,14.32713982,1382730,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,8,4,35.09639926,LC,molecular,Whitley 1943 
Carcharhinus_galapagensis,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_galapagensis,Carcharhinus galapagensis,,227.5,300,70,0.0014,3.34,Shelf,Pelagic,1,280,140.5,279,-33.01581629,43.04761309,76.06342938,3397090,7.8,15,0.172,live-bearing,matrotroph,matrotrophic_lb,Placental,2,NA,8.7,16.69072879,NT,molecular,Snodgrass & Heller 1905 
Carcharhinus_isodon,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_isodon,Carcharhinus isodon,,123,159.6,52,0.0014,3.34,Shelf,Coastal and Continental,1,20,10.5,19,-37.46515206,41.31340027,78.77855233,1469070,4.3,8,0.244,live-bearing,matrotroph,matrotrophic_lb,Placental,2,4,4,26.14396463,LC,molecular,MÙller & Henle 1839 
Carcharhinus_leiodon,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_leiodon,Carcharhinus leiodon,,NA,NA,NA,0.00562,3.09,Shelf,Coastal and Continental,1,40,20.5,39,14.27284794,17.63033044,3.357482499,64015.8008,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,16.09276467,VU,molecular,Garrick 1985 
Carcharhinus_leucas,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_leucas,Carcharhinus leucas,,225,300.2,67,0.0047,2.91,Shelf,Pelagic,1,152,76.5,151,-37.75126064,43.32690849,81.07816913,13002400,18,28,0.076,live-bearing,matrotroph,matrotrophic_lb,Placental,2,10.5,9.9,23.52615999,NT,molecular,MÙller & Henle 1839 
Carcharhinus_limbatus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_limbatus,Carcharhinus limbatus,,160,191,50,0.0087,2.96,Shelf,Pelagic,1,30,15.5,29,-34.83715455,45.79730606,80.63446062,20813000,6.5,10,0.21,live-bearing,matrotroph,matrotrophic_lb,Placental,2,5,4.6,16.20277502,NT,molecular,MÙller & Henle 1839 
Carcharhinus_longimanus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_longimanus,Carcharhinus longimanus,,183.3,285,65,0.0014,3.34,Pelagic,Pelagic,1,152,76.5,151,-46.80869513,45.91630716,92.72500229,180120992,5.5,14,0.101,live-bearing,matrotroph,matrotrophic_lb,Placental,2,7.5,6.1,23.77889293,VU,molecular,Poey 1861 
Carcharhinus_macloti,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_macloti,Carcharhinus macloti,,72.5,110,45,0.00562,3.09,Shelf,Coastal and Continental,1,170,85.5,169,-23.68722153,34.94157266,58.62879419,9647950,NA,17.5,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,2,NA,2,29.07609705,NT,molecular,MÙller & Henle 1839 
Carcharhinus_melanopterus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_melanopterus,Carcharhinus melanopterus,,105,180,40,0.00033,3.649,Shelf,Coastal and Continental,20,75,47.5,55,-28.69326336,37.05195416,65.74521752,17691700,8.5,15,0.251,live-bearing,matrotroph,matrotrophic_lb,Placental,1,8.5,3.5,23.96218624,NT,molecular,Quoy & Gaimard 1824 
Carcharhinus_obscurus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_obscurus,Carcharhinus obscurus,,279.3,357.2,85,0.0014,3.34,Shelf,Pelagic,1,400,200.5,399,-45.33083212,43.56777954,88.89861166,13788400,20.5,34,0.043,live-bearing,matrotroph,matrotrophic_lb,Placental,3,24,10,16.69311484,VU,molecular,Lesueur 1818 
Carcharhinus_perezii,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_perezii,Carcharhinus perezi,,175,295,67.5,0.0014,3.34,Shelf,Deepwater,30,378,204,348,-35.68455206,31.20364794,66.8882,3710040,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,12,4.5,31.49477669,NT,molecular,Poey 1876 
Carcharhinus_plumbeus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_plumbeus,Carcharhinus plumbeus,,176,226.5,52.5,0.0014,3.34,Shelf,Pelagic,1,280,140.5,279,-37.27911462,45.79730606,83.07642068,21432300,11.4,22.4,0.093,live-bearing,matrotroph,matrotrophic_lb,Placental,2,12,7.9,18.47931729,VU,molecular,Nardo 1827 
Carcharhinus_sealei,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_sealei,Carcharhinus sealei,,75,95,39,0.00207,3.21,Shelf,Coastal and Continental,1,40,20.5,39,-28.46759835,25.64419365,54.111792,8265320,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,9,1.5,24.56081467,NT,molecular,Pietschmann 1913 
Carcharhinus_signatus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_signatus,Carcharhinus signatus,,202.5,260,66.8,0.0091,2.886,Pelagic,Pelagic,1,600,300.5,599,-42.55025206,41.80683899,84.35709105,3014700,10,31.7,0.114,live-bearing,matrotroph,matrotrophic_lb,Placental,2,12,11.1,44.38405805,VU,molecular,Poey 1868 
Carcharhinus_sorrah,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_sorrah,Carcharhinus sorrah,,95,151.8,50,0.00363,3.16,Shelf,Coastal and Continental,10,140,75,130,-29.74757168,30.85331908,60.60089076,8930560,2.5,7,0.34,live-bearing,matrotroph,matrotrophic_lb,Placental,1,10,3.1,23.73004411,NT,molecular,MÙller & Henle 1839 
Carcharhinus_tilstoni,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_tilstoni,Carcharhinus tilstoni,,115,196,60,0.00562,3.09,Shelf,Coastal and Continental,1,150,75.5,149,-23.94143092,-9.821875025,14.11955589,1353040,3.5,12,0.14,live-bearing,matrotroph,matrotrophic_lb,Placental,1,10,3,15.79705872,LC,molecular,Whitley 1950 
Galeocerdo_cuvier,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo_cuvier,Galeocerdo cuvier,,333.5,410,68.5,0.0028,3.25,Shelf,Pelagic,1,140,70.5,139,-38.11219163,52.9531502,91.06534183,26274000,10,22.5,0.184,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,14,31.5,86.24503894,NT,molecular,P_ron & Lesueur 1822 
Glyphis_gangeticus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis_gangeticus,Glyphis gangeticus,,178,204,58.5,0.0055,3.09,Freshwater,Freshwater,1,50,25.5,49,10.09230365,25.64419365,15.55188999,568213,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,18.38343313,CR,molecular,MÙller & Henle 1839 
Glyphis_garricki,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis_garricki,Glyphis garricki,,NA,NA,NA,0.0055,3.09,Freshwater,Freshwater,1,50,25.5,49,-19.09171541,-6.953996407,12.137719,578492,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,24.28209891,CR,molecular,"Compagno, White & Last 2008 "
Glyphis_glyphis,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis_glyphis,Glyphis glyphis,,NA,250,59,0.0055,3.09,Freshwater,Freshwater,1,50,25.5,49,-19.53705922,-7.230957815,12.30610141,135423,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,24.38905156,EN,molecular,MÙller & Henle 1839 
Lamiopsis_temminckii,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Lamiopsis,Lamiopsis_temminckii,Lamiopsis temminckii,,130,168,50,0.0055,3.09,Shelf,Coastal and Continental,1,50,NA,NA,-6.729598883,25.64419365,32.37379253,3458610,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,8,6,27.0264873,EN,molecular,MÙller & Henle 1839 
Loxodon_macrorhinus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Loxodon,Loxodon_macrorhinus,Loxodon macrorhinus,,68,90,42.5,0.0055,3.09,Shelf,Coastal and Continental,7,80,43.5,73,-30.61951466,34.97485627,65.59437093,9654260,1.4,NA,0.18,live-bearing,matrotroph,matrotrophic_lb,Placental,1,NA,2,55.35724942,LC,molecular,MÙller & Henle 1839 
Nasolamia_velox,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Nasolamia,Nasolamia_velox,Nasolamia velox,,140,165,53,0.0055,3.09,Shelf,Coastal and Continental,15,192,103.5,177,-17.40533764,31.91462326,49.3199609,1133520,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,5,20.06434204,notTHR,molecular,Gilbert 1898 
Negaprion_acutidens,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion_acutidens,Negaprion acutidens,,220,240,60,0.0053,3.16,Shelf,Coastal and Continental,1,30,15.5,29,-31.2505513,30.00152779,61.25207908,11117000,12.7,20,0.06,live-bearing,matrotroph,matrotrophic_lb,Placental,1,9,4,39.9035242,VU,molecular,RÙppell 1837 
Negaprion_brevirostris,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion_brevirostris,Negaprion brevirostris,,239,293.6,62.5,0.0053,3.16,Shelf,Coastal and Continental,1,92,46.5,91,-37.43605206,43.28066222,80.71671428,6068730,12.7,20,0.06,live-bearing,matrotroph,matrotrophic_lb,Placental,2,12,7.4,39.9035242,NT,molecular,Poey 1868 
Prionace_glauca,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Prionace,Prionace_glauca,Prionace glauca,,206.5,341.8,45,0.0131,3.2,Pelagic,Pelagic,1,350,175.5,349,-57.16046441,68.59103559,125.7515,278304000,5,14.5,0.146,live-bearing,matrotroph,matrotrophic_lb,Placental,1,10.5,30,27.42673571,NT,molecular,Linnaeus 1758 
Rhizoprionodon_acutus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_acutus,Rhizoprionodon acutus,,75,110,33,0.0079,2.987,Shelf,Coastal and Continental,1,200,100.5,199,-31.64584849,40.91164355,72.55749204,15203200,1.9,6.5,0.6175,live-bearing,matrotroph,matrotrophic_lb,Placental,1,12,5,28.0628855,LC,molecular,RÙppell 1837 
Rhizoprionodon_lalandii,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_lalandii,Rhizoprionodon lalandii,,54,77,33.5,0.0055,3.09,Shelf,Coastal and Continental,3,70,36.5,67,-27.37145206,13.52994794,40.9014,1517870,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,2,25.13573988,notTHR,molecular,MÙller & Henle 1839 
Rhizoprionodon_longurio,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_longurio,Rhizoprionodon longurio,,103,154,33.5,0.0055,3.09,Shelf,Coastal and Continental,1,27,14,26,-16.0717651,34.45272605,50.52449115,1238360,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,11,7.4,25.11353754,THR,molecular,Jordan & Gilbert 1882 
Rhizoprionodon_oligolinx,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_oligolinx,Rhizoprionodon oligolinx,,36.5,70,23.5,0.0055,3.09,Shelf,Coastal and Continental,1,36,18.5,35,-17.72469521,30.51833343,48.24302864,5572950,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,NA,4,28.39494702,LC,molecular,Springer 1964 
Rhizoprionodon_porosus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_porosus,Rhizoprionodon porosus,,80,108,35,0.00116,3.14,Shelf,Coastal and Continental,1,500,250.5,499,-39.11785206,28.13134794,67.2492,3403510,2,8,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,10.5,4,21.11256075,LC,molecular,Poey 1861 
Rhizoprionodon_taylori,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_taylori,Rhizoprionodon taylori,,57.5,78.4,25,0.000217,3.75,Shelf,Coastal and Continental,1,110,55.5,109,-29.96482838,-8.934153937,21.03067444,1718650,1,7,1.013,live-bearing,matrotroph,matrotrophic_lb,Placental,1,11.5,4.5,28.03993508,LC,molecular,Ogilby 1915 
Rhizoprionodon_terraenovae,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon_terraenovae,Rhizoprionodon terraenovae,,78.5,108.9,33,0.00562,2.897,Shelf,Coastal and Continental,1,280,140.5,279,18.14718056,47.7897023,29.64252174,1935620,2.3,10.2,0.56,live-bearing,matrotroph,matrotrophic_lb,Placental,1,10.5,4.4,21.14318094,LC,molecular,Richardson 1836 
Scoliodon_laticaudus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Scoliodon,Scoliodon_laticaudus,Scoliodon laticaudus,,34,74,13.5,0.00468,3.05,Shelf,Coastal and Continental,1,200,100.5,199,-9.765623257,35.10455704,44.87018029,5875950,1.6,5.5,0.358,live-bearing,matrotroph,matrotrophic_lb,Placental,1,5.5,7,35.76612547,NT,molecular,MÙller & Henle 1838 
Scoliodon_macrorhynchos,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Scoliodon,Scoliodon_macrorhynchos,,,40,71,13.5,0.00468,3.05,Shelf,Coastal and Continental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,NA,35.76612547,NA,molecular,Bleeker 1852 
Triaenodon_obesus,sharks,Galeomorphs,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon_obesus,Triaenodon obesus,,113.5,160,56,0.00145,3.382,Shelf,Coastal and Continental,1,330,165.5,329,-33.8180272,31.25954051,65.0775677,27615400,7.5,22,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,1,11,2.5,23.3929476,NT,molecular,RÙppell 1837 
Chaenogaleus_macrostoma,sharks,Galeomorphs,Carcharhiniformes,Hemigaleidae,Chaenogaleus,Chaenogaleus_macrostoma,Chaenogaleus macrostoma,,90,125,20,0.00372,3.11,Shelf,Coastal and Continental,1,59,30,58,-9.635358766,30.51833343,40.1536922,3393390,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,NA,NA,4,54.05342123,VU,molecular,Bleeker 1852 
Hemigaleus_australiensis,sharks,Galeomorphs,Carcharhiniformes,Hemigaleidae,Hemigaleus,Hemigaleus_australiensis,Hemigaleus australiensis,,62.5,NA,30,0.00372,3.11,Shelf,Coastal and Continental,1,170,85.5,169,-28.70452829,-9.736424996,18.9681033,1451190,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Placental,2,6,10,48.35928247,LC,molecular,"White, Last & Compagno 2005 "
